sample_id,crop_name,disease_name,pathogen_type,severity_grade,affected_leaf_area_pct,leaf_spot_count,chlorosis_index,ai_confidence_pct,urgency_level,recommended_treatment
IMG-2026-0445,Sugarcane,Red Rot,fungal,Mild,12.22,70,0.68,88.51,Critical,Carbendazim 50% WP
IMG-2026-0446,Monstera,Spider Mites,pest,Severe,63.13,153,0.95,98.47,Medium,Abamectin / Insecticidal Soap
IMG-2026-0447,Tomato,Late Blight,fungal,Severe,83.99,135,0.32,92.58,Critical,Copper Oxychloride
IMG-2026-0448,Cotton,Bacterial Blight,bacterial,Mild,21.89,179,0.94,95.23,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0449,Citrus,Bacterial Canker,bacterial,Moderate,39.34,112,0.59,98.27,Critical,Streptomycin Sulfate + Copper
IMG-2026-0450,Citrus,Bacterial Canker,bacterial,Moderate,39.42,153,0.39,97.64,Critical,Streptomycin Sulfate + Copper
IMG-2026-0451,Tomato,Late Blight,fungal,Moderate,25.03,152,0.56,89.43,Critical,Copper Oxychloride
IMG-2026-0452,Wheat,Leaf Rust,fungal,Severe,72.94,20,0.94,93.19,High,Propiconazole 25% EC
IMG-2026-0453,Corn,Northern Leaf Blight,fungal,Severe,51.74,151,0.55,90.57,High,Azoxystrobin
IMG-2026-0454,Rice,Bacterial Leaf Blight,bacterial,Moderate,37.27,85,0.42,97.8,High,Copper Hydroxide
IMG-2026-0455,Cotton,Bacterial Blight,bacterial,Mild,20.24,122,0.7,98.49,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0456,Plant,Healthy Leaf,none,Healthy,0.02,0,0.01,98.46,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0457,Rice,Bacterial Leaf Blight,bacterial,Severe,55.64,27,0.46,88.5,High,Copper Hydroxide
IMG-2026-0458,Rice,Bacterial Leaf Blight,bacterial,Moderate,29.11,70,0.79,96.69,High,Copper Hydroxide
IMG-2026-0459,Potato,Late Blight,fungal,Moderate,48.78,89,0.45,98.26,Critical,Cymoxanil + Mancozeb
IMG-2026-0460,Grape,Black Rot,fungal,Moderate,35.28,168,0.8,97.17,High,Myclobutanil
IMG-2026-0461,Wheat,Leaf Rust,fungal,Moderate,34.03,51,0.94,93.84,High,Propiconazole 25% EC
IMG-2026-0462,Citrus,Bacterial Canker,bacterial,Moderate,33.94,30,0.66,94.63,Critical,Streptomycin Sulfate + Copper
IMG-2026-0463,Corn,Northern Leaf Blight,fungal,Severe,78.55,175,0.74,94.23,High,Azoxystrobin
IMG-2026-0464,Tomato,Early Blight,fungal,Severe,82.98,179,0.74,96.8,High,Mancozeb 75% WP
IMG-2026-0465,Monstera,Spider Mites,pest,Severe,62.83,119,0.4,92.22,Medium,Abamectin / Insecticidal Soap
IMG-2026-0466,Cotton,Bacterial Blight,bacterial,Severe,51.27,76,0.85,91.37,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0467,Corn,Northern Leaf Blight,fungal,Mild,22.54,133,0.89,94.3,High,Azoxystrobin
IMG-2026-0468,Citrus,Bacterial Canker,bacterial,Severe,52.68,49,0.55,90.86,Critical,Streptomycin Sulfate + Copper
IMG-2026-0469,Monstera,Spider Mites,pest,Severe,59.21,130,0.85,89.04,Medium,Abamectin / Insecticidal Soap
IMG-2026-0470,Corn,Northern Leaf Blight,fungal,Severe,72.55,28,0.47,95.55,High,Azoxystrobin
IMG-2026-0471,Grape,Black Rot,fungal,Mild,14.89,33,0.42,96.53,High,Myclobutanil
IMG-2026-0472,Corn,Northern Leaf Blight,fungal,Severe,61.02,70,0.61,97.74,High,Azoxystrobin
IMG-2026-0473,Monstera,Spider Mites,pest,Moderate,34.13,18,0.44,90.13,Medium,Abamectin / Insecticidal Soap
IMG-2026-0474,Corn,Northern Leaf Blight,fungal,Mild,20.56,137,0.89,95.79,High,Azoxystrobin
IMG-2026-0475,Corn,Northern Leaf Blight,fungal,Moderate,26.93,76,0.66,96.69,High,Azoxystrobin
IMG-2026-0476,Citrus,Bacterial Canker,bacterial,Moderate,46.04,106,0.5,92.03,Critical,Streptomycin Sulfate + Copper
IMG-2026-0477,Plant,Healthy Leaf,none,Healthy,0.75,0,0.16,98.88,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0478,Cotton,Bacterial Blight,bacterial,Severe,73.3,67,0.54,92.64,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0479,Grape,Black Rot,fungal,Severe,75.08,52,0.31,94.2,High,Myclobutanil
IMG-2026-0480,Grape,Black Rot,fungal,Severe,54.28,121,0.49,90.2,High,Myclobutanil
IMG-2026-0481,Wheat,Leaf Rust,fungal,Moderate,39.73,77,0.62,95.33,High,Propiconazole 25% EC
IMG-2026-0482,Tulsi,Cercospora Leaf Spot,fungal,Moderate,36.64,140,0.93,95.19,Low,Organic Neem Leaf Extract
IMG-2026-0483,Rice,Bacterial Leaf Blight,bacterial,Moderate,45.64,105,0.41,96.07,High,Copper Hydroxide
IMG-2026-0484,Rice,Bacterial Leaf Blight,bacterial,Moderate,25.44,153,0.94,98.72,High,Copper Hydroxide
IMG-2026-0485,Apple,Apple Scab,fungal,Mild,14.47,34,0.91,95.48,Medium,Captan 50% WP
IMG-2026-0486,Cotton,Bacterial Blight,bacterial,Mild,12.47,50,0.85,90.59,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0487,Corn,Northern Leaf Blight,fungal,Mild,23.03,70,0.63,92.18,High,Azoxystrobin
IMG-2026-0488,Grape,Black Rot,fungal,Severe,58.55,172,0.89,95.38,High,Myclobutanil
IMG-2026-0489,Tomato,Early Blight,fungal,Mild,12.48,156,0.57,88.19,High,Mancozeb 75% WP
IMG-2026-0490,Corn,Northern Leaf Blight,fungal,Moderate,32.06,88,0.31,97.11,High,Azoxystrobin
IMG-2026-0491,Tulsi,Cercospora Leaf Spot,fungal,Moderate,43.43,60,0.37,89.08,Low,Organic Neem Leaf Extract
IMG-2026-0492,Potato,Late Blight,fungal,Moderate,29.59,173,0.64,97.13,Critical,Cymoxanil + Mancozeb
IMG-2026-0493,Rose,Powdery Mildew,fungal,Severe,70.03,35,0.54,92.55,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0494,Grape,Black Rot,fungal,Moderate,29.75,72,0.49,97.27,High,Myclobutanil
IMG-2026-0495,Tomato,Late Blight,fungal,Severe,59.72,23,0.36,92.25,Critical,Copper Oxychloride
IMG-2026-0496,Apple,Apple Scab,fungal,Moderate,46.75,178,0.31,89.92,Medium,Captan 50% WP
IMG-2026-0497,Rice,Bacterial Leaf Blight,bacterial,Severe,73.71,180,0.81,94.34,High,Copper Hydroxide
IMG-2026-0498,Sugarcane,Red Rot,fungal,Severe,83.09,150,0.9,90.57,Critical,Carbendazim 50% WP
IMG-2026-0499,Plant,Healthy Leaf,none,Healthy,1.3,2,0.1,96.65,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0500,Tomato,Late Blight,fungal,Severe,61.96,86,0.88,94.31,Critical,Copper Oxychloride
IMG-2026-0501,Tomato,Early Blight,fungal,Moderate,25.09,95,0.31,90.32,High,Mancozeb 75% WP
IMG-2026-0502,Potato,Late Blight,fungal,Severe,66.91,116,0.9,91.35,Critical,Cymoxanil + Mancozeb
IMG-2026-0503,Grape,Black Rot,fungal,Moderate,29.55,114,0.74,94.05,High,Myclobutanil
IMG-2026-0504,Citrus,Bacterial Canker,bacterial,Severe,67.16,50,0.81,95.72,Critical,Streptomycin Sulfate + Copper
IMG-2026-0505,Tomato,Late Blight,fungal,Moderate,48.56,103,0.33,92.9,Critical,Copper Oxychloride
IMG-2026-0506,Sugarcane,Red Rot,fungal,Mild,17.55,169,0.8,98.69,Critical,Carbendazim 50% WP
IMG-2026-0507,Citrus,Bacterial Canker,bacterial,Severe,82.73,98,0.32,91.06,Critical,Streptomycin Sulfate + Copper
IMG-2026-0508,Rice,Bacterial Leaf Blight,bacterial,Moderate,47.81,106,0.66,92.2,High,Copper Hydroxide
IMG-2026-0509,Potato,Late Blight,fungal,Severe,61.62,112,0.36,94.93,Critical,Cymoxanil + Mancozeb
IMG-2026-0510,Cotton,Bacterial Blight,bacterial,Moderate,29.99,33,0.35,89.73,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0511,Corn,Northern Leaf Blight,fungal,Severe,69.22,54,0.78,91.55,High,Azoxystrobin
IMG-2026-0512,Tomato,Late Blight,fungal,Mild,18.68,93,0.59,96.53,Critical,Copper Oxychloride
IMG-2026-0513,Tomato,Late Blight,fungal,Mild,21.67,62,0.58,94.24,Critical,Copper Oxychloride
IMG-2026-0514,Apple,Apple Scab,fungal,Moderate,41.79,21,0.36,94.21,Medium,Captan 50% WP
IMG-2026-0515,Grape,Black Rot,fungal,Severe,55.66,98,0.86,88.14,High,Myclobutanil
IMG-2026-0516,Citrus,Bacterial Canker,bacterial,Moderate,40.31,36,0.77,94.27,Critical,Streptomycin Sulfate + Copper
IMG-2026-0517,Wheat,Leaf Rust,fungal,Severe,53.75,58,0.75,89.9,High,Propiconazole 25% EC
IMG-2026-0518,Rose,Powdery Mildew,fungal,Moderate,33.98,141,0.39,89.87,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0519,Rose,Powdery Mildew,fungal,Moderate,42.74,138,0.81,92.04,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0520,Wheat,Leaf Rust,fungal,Severe,64.63,141,0.69,90.19,High,Propiconazole 25% EC
IMG-2026-0521,Tomato,Late Blight,fungal,Mild,21.89,16,0.92,91.72,Critical,Copper Oxychloride
IMG-2026-0522,Grape,Black Rot,fungal,Moderate,39.73,99,0.59,92.82,High,Myclobutanil
IMG-2026-0523,Sugarcane,Red Rot,fungal,Severe,74.74,167,0.39,91.59,Critical,Carbendazim 50% WP
IMG-2026-0524,Corn,Northern Leaf Blight,fungal,Moderate,26.66,95,0.42,92.46,High,Azoxystrobin
IMG-2026-0525,Monstera,Spider Mites,pest,Moderate,33.28,177,0.62,94.45,Medium,Abamectin / Insecticidal Soap
IMG-2026-0526,Wheat,Leaf Rust,fungal,Moderate,35.79,86,0.83,92.4,High,Propiconazole 25% EC
IMG-2026-0527,Tomato,Late Blight,fungal,Severe,80.04,66,0.68,94.11,Critical,Copper Oxychloride
IMG-2026-0528,Tulsi,Cercospora Leaf Spot,fungal,Severe,68.04,21,0.92,93.17,Low,Organic Neem Leaf Extract
IMG-2026-0529,Corn,Northern Leaf Blight,fungal,Moderate,27.3,89,0.84,88.77,High,Azoxystrobin
IMG-2026-0530,Sugarcane,Red Rot,fungal,Severe,70.08,119,0.74,89.56,Critical,Carbendazim 50% WP
IMG-2026-0531,Rose,Powdery Mildew,fungal,Moderate,29.67,54,0.76,96.84,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0532,Tomato,Late Blight,fungal,Moderate,44.78,168,0.61,92.49,Critical,Copper Oxychloride
IMG-2026-0533,Apple,Apple Scab,fungal,Severe,79.42,122,0.65,96.86,Medium,Captan 50% WP
IMG-2026-0534,Monstera,Spider Mites,pest,Severe,63.22,152,0.69,98.24,Medium,Abamectin / Insecticidal Soap
IMG-2026-0535,Tomato,Late Blight,fungal,Severe,68.13,105,0.41,94.86,Critical,Copper Oxychloride
IMG-2026-0536,Grape,Black Rot,fungal,Severe,83.8,180,0.56,96.43,High,Myclobutanil
IMG-2026-0537,Cotton,Bacterial Blight,bacterial,Moderate,43.42,17,0.36,90.49,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0538,Corn,Northern Leaf Blight,fungal,Moderate,49.87,163,0.75,90.48,High,Azoxystrobin
IMG-2026-0539,Monstera,Spider Mites,pest,Moderate,40.55,165,0.75,89.69,Medium,Abamectin / Insecticidal Soap
IMG-2026-0540,Tomato,Early Blight,fungal,Moderate,47.24,90,0.57,98.77,High,Mancozeb 75% WP
IMG-2026-0541,Tomato,Late Blight,fungal,Severe,72.69,51,0.53,91.84,Critical,Copper Oxychloride
IMG-2026-0542,Cotton,Bacterial Blight,bacterial,Moderate,27.1,138,0.53,89.09,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0543,Corn,Northern Leaf Blight,fungal,Severe,62.86,96,0.34,88.5,High,Azoxystrobin
IMG-2026-0544,Corn,Northern Leaf Blight,fungal,Mild,20.4,102,0.72,95.58,High,Azoxystrobin
IMG-2026-0545,Potato,Late Blight,fungal,Severe,79.88,77,0.64,94.18,Critical,Cymoxanil + Mancozeb
IMG-2026-0546,Monstera,Spider Mites,pest,Severe,52.87,133,0.45,92.54,Medium,Abamectin / Insecticidal Soap
IMG-2026-0547,Potato,Late Blight,fungal,Moderate,25.61,125,0.56,96.26,Critical,Cymoxanil + Mancozeb
IMG-2026-0548,Plant,Healthy Leaf,none,Healthy,0.3,2,0.09,96.51,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0549,Wheat,Leaf Rust,fungal,Moderate,27.02,31,0.68,96.95,High,Propiconazole 25% EC
IMG-2026-0550,Apple,Apple Scab,fungal,Moderate,25.65,98,0.43,89.28,Medium,Captan 50% WP
IMG-2026-0551,Tulsi,Cercospora Leaf Spot,fungal,Severe,74.97,150,0.93,91.51,Low,Organic Neem Leaf Extract
IMG-2026-0552,Citrus,Bacterial Canker,bacterial,Severe,56.63,165,0.37,91.94,Critical,Streptomycin Sulfate + Copper
IMG-2026-0553,Rice,Bacterial Leaf Blight,bacterial,Severe,57.07,91,0.9,94.61,High,Copper Hydroxide
IMG-2026-0554,Tulsi,Cercospora Leaf Spot,fungal,Mild,21.78,45,0.46,89.31,Low,Organic Neem Leaf Extract
IMG-2026-0555,Monstera,Spider Mites,pest,Severe,62.62,145,0.55,94.68,Medium,Abamectin / Insecticidal Soap
IMG-2026-0556,Grape,Black Rot,fungal,Moderate,40.01,62,0.62,94.02,High,Myclobutanil
IMG-2026-0557,Plant,Healthy Leaf,none,Healthy,0.97,0,0.11,98.12,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0558,Potato,Late Blight,fungal,Moderate,25.66,130,0.7,97.69,Critical,Cymoxanil + Mancozeb
IMG-2026-0559,Tomato,Early Blight,fungal,Moderate,47.38,64,0.83,98.79,High,Mancozeb 75% WP
IMG-2026-0560,Apple,Apple Scab,fungal,Severe,59.67,119,0.75,92.66,Medium,Captan 50% WP
IMG-2026-0561,Sugarcane,Red Rot,fungal,Moderate,44.4,57,0.35,88.35,Critical,Carbendazim 50% WP
IMG-2026-0562,Cotton,Bacterial Blight,bacterial,Moderate,28.1,23,0.48,94.02,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0563,Potato,Late Blight,fungal,Severe,68.99,159,0.78,96.58,Critical,Cymoxanil + Mancozeb
IMG-2026-0564,Apple,Apple Scab,fungal,Moderate,49.29,161,0.37,96.68,Medium,Captan 50% WP
IMG-2026-0565,Sugarcane,Red Rot,fungal,Severe,84.34,153,0.83,88.47,Critical,Carbendazim 50% WP
IMG-2026-0566,Corn,Northern Leaf Blight,fungal,Moderate,44.22,70,0.94,89.15,High,Azoxystrobin
IMG-2026-0567,Sugarcane,Red Rot,fungal,Severe,59.72,78,0.49,99.19,Critical,Carbendazim 50% WP
IMG-2026-0568,Rice,Bacterial Leaf Blight,bacterial,Moderate,31.19,37,0.59,99.13,High,Copper Hydroxide
IMG-2026-0569,Cotton,Bacterial Blight,bacterial,Severe,71.27,68,0.83,94.58,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0570,Monstera,Spider Mites,pest,Severe,74.86,171,0.71,89.86,Medium,Abamectin / Insecticidal Soap
IMG-2026-0571,Potato,Late Blight,fungal,Severe,69.29,67,0.82,94.38,Critical,Cymoxanil + Mancozeb
IMG-2026-0572,Apple,Apple Scab,fungal,Moderate,32.52,152,0.41,98.96,Medium,Captan 50% WP
IMG-2026-0573,Rose,Powdery Mildew,fungal,Moderate,33.12,83,0.92,93.76,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0574,Plant,Healthy Leaf,none,Healthy,1.02,0,0.03,98.98,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0575,Citrus,Bacterial Canker,bacterial,Severe,79.07,85,0.86,89.42,Critical,Streptomycin Sulfate + Copper
IMG-2026-0576,Sugarcane,Red Rot,fungal,Mild,21.69,52,0.76,97.28,Critical,Carbendazim 50% WP
IMG-2026-0577,Cotton,Bacterial Blight,bacterial,Severe,73.58,115,0.62,94.47,Critical,Copper Oxychloride + Agrimycin
IMG-2026-0578,Rose,Powdery Mildew,fungal,Severe,57.83,111,0.59,95.1,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0579,Plant,Healthy Leaf,none,Healthy,1.15,1,0.1,97.42,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0580,Plant,Healthy Leaf,none,Healthy,1.32,1,0.19,97.58,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0581,Tomato,Early Blight,fungal,Severe,75.43,38,0.78,93.13,High,Mancozeb 75% WP
IMG-2026-0582,Tulsi,Cercospora Leaf Spot,fungal,Severe,62.9,31,0.82,92.45,Low,Organic Neem Leaf Extract
IMG-2026-0583,Citrus,Bacterial Canker,bacterial,Severe,72.21,141,0.47,97.28,Critical,Streptomycin Sulfate + Copper
IMG-2026-0584,Monstera,Spider Mites,pest,Severe,51.95,48,0.67,93.44,Medium,Abamectin / Insecticidal Soap
IMG-2026-0585,Monstera,Spider Mites,pest,Severe,77.27,27,0.33,95.01,Medium,Abamectin / Insecticidal Soap
IMG-2026-0586,Sugarcane,Red Rot,fungal,Moderate,45.55,46,0.9,89.77,Critical,Carbendazim 50% WP
IMG-2026-0587,Rice,Bacterial Leaf Blight,bacterial,Mild,12.05,124,0.43,95.71,High,Copper Hydroxide
IMG-2026-0588,Potato,Late Blight,fungal,Severe,76.4,92,0.4,98.45,Critical,Cymoxanil + Mancozeb
IMG-2026-0589,Rose,Powdery Mildew,fungal,Mild,18.81,107,0.46,92.16,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0590,Plant,Healthy Leaf,none,Healthy,0.97,0,0.08,97.51,None,Optimal Irrigation & N-P-K Balanced Soil
IMG-2026-0591,Corn,Northern Leaf Blight,fungal,Severe,67.13,124,0.73,95.88,High,Azoxystrobin
IMG-2026-0592,Tomato,Early Blight,fungal,Moderate,27.58,34,0.39,90.53,High,Mancozeb 75% WP
IMG-2026-0593,Tulsi,Cercospora Leaf Spot,fungal,Moderate,44.49,17,0.75,97.15,Low,Organic Neem Leaf Extract
IMG-2026-0594,Sugarcane,Red Rot,fungal,Moderate,42.83,48,0.61,90.56,Critical,Carbendazim 50% WP
IMG-2026-0595,Tomato,Late Blight,fungal,Severe,65.35,41,0.37,92.12,Critical,Copper Oxychloride
IMG-2026-0596,Rose,Powdery Mildew,fungal,Mild,22.01,49,0.72,95.58,Medium,Neem Oil 1500ppm / Sulfur Spray
IMG-2026-0597,Tomato,Late Blight,fungal,Severe,50.73,17,0.7,89.84,Critical,Copper Oxychloride
IMG-2026-0598,Monstera,Spider Mites,pest,Severe,64.74,175,0.79,98.3,Medium,Abamectin / Insecticidal Soap
IMG-2026-0599,Grape,Black Rot,fungal,Severe,62.12,70,0.36,89.13,High,Myclobutanil
IMG-2026-0600,Cotton,Bacterial Blight,bacterial,Mild,20.99,113,0.53,92.81,Critical,Copper Oxychloride + Agrimycin
